algorithm,latency_ms,packet_loss_percent,run_number,handshake_time_ms,cpu_time_ms,memory_peak_mb,memory_delta_mb,bytes_transmitted,was_successful,error_msg
RSA-2048,50,2,38,670.991351002158,19.9999999999996,26.00390625,0.03515625,8222,1,None
RSA-2048,50,2,39,677.617655997892,20.0000000000031,26.00390625,0.03515625,8006,1,None
RSA-2048,50,2,40,693.35915800184,19.9999999999996,26.00390625,0.03515625,8254,1,None
RSA-2048,50,2,41,691.588868998224,29.9999999999994,26.00390625,0.03515625,8190,1,None
RSA-2048,50,2,42,1053.46794599973,30.0000000000011,26.00390625,0.03515625,8222,1,None
RSA-2048,50,2,43,901.804362998519,19.9999999999996,26.00390625,0.03515625,8142,1,None
RSA-2048,50,2,44,679.626160002954,19.9999999999996,26.0078125,0.03515625,8222,1,None
RSA-2048,50,2,45,695.671962999768,19.9999999999996,26.01171875,0.0390625,8254,1,None
RSA-2048,50,2,46,1038.04495399891,29.9999999999998,26.01171875,0.03515625,8486,1,None
RSA-2048,50,2,47,687.445660998492,19.9999999999996,26.01171875,0.03515625,8358,1,None
RSA-2048,50,2,48,673.830392002856,19.9999999999996,26.01171875,0.03515625,8190,1,None
RSA-2048,50,2,49,1522.63042300183,20.0000000000014,25.98046875,0.00390625,8254,1,None
RSA-2048,50,2,50,684.460775999469,10.0000000000016,26.01171875,0.03515625,8222,1,None
CRYSTALS-Kyber,50,2,1,860.733508001431,29.9999999999998,26.01171875,0.03515625,8666,1,None
CRYSTALS-Kyber,50,2,2,675.108501000068,19.9999999999996,26.01171875,0.03515625,8738,1,None
CRYSTALS-Kyber,50,2,3,1452.85954700012,9.99999999999801,26.01171875,0.03515625,8610,1,None
CRYSTALS-Kyber,50,2,4,694.147838999925,29.9999999999998,26.01171875,0.03515625,8706,1,None
CRYSTALS-Kyber,50,2,5,690.885418000107,19.9999999999996,26.015625,0.03515625,8474,1,None
CRYSTALS-Kyber,50,2,6,686.319705000642,20.0000000000014,26.015625,0.03515625,8642,1,None
CRYSTALS-Kyber,50,2,7,685.094011001638,19.9999999999996,26.015625,0.03515625,8690,1,None
CRYSTALS-Kyber,50,2,8,670.70823499671,10.0000000000016,26.01953125,0.03515625,8738,1,None
CRYSTALS-Kyber,50,2,9,682.35008999909,19.9999999999996,26.01953125,0.03515625,8738,1,None
CRYSTALS-Kyber,50,2,10,683.628137998312,29.9999999999994,26.01953125,0.03515625,8738,1,None
CRYSTALS-Kyber,50,2,11,695.412637000118,19.9999999999996,26.01953125,0.03515625,8706,1,None
CRYSTALS-Kyber,50,2,12,668.136279000464,9.99999999999801,26.01953125,0.03515625,8738,1,None
CRYSTALS-Kyber,50,2,13,1475.27280599752,19.9999999999996,26.01953125,0.03515625,8990,1,None
CRYSTALS-Kyber,50,2,14,691.499030999694,19.9999999999996,26.01953125,0.03515625,8738,1,None
CRYSTALS-Kyber,50,2,15,962.517713996931,20.0000000000031,26.0234375,0.03515625,9098,1,None
CRYSTALS-Kyber,50,2,16,673.299293001037,9.99999999999801,26.0234375,0.03515625,8810,1,None
CRYSTALS-Kyber,50,2,17,1077.18600700173,29.9999999999976,26.0234375,0.03515625,8682,1,None
CRYSTALS-Kyber,50,2,18,686.810863000574,19.9999999999996,26.0234375,0.03515625,8770,1,None
CRYSTALS-Kyber,50,2,19,686.170823002613,19.9999999999996,26.0234375,0.03515625,8770,1,None
CRYSTALS-Kyber,50,2,20,689.425833999849,19.9999999999996,26.0234375,0.03515625,8738,1,None
CRYSTALS-Kyber,50,2,21,689.150891997997,19.9999999999996,26.0234375,0.03515625,8658,1,None
CRYSTALS-Kyber,50,2,22,689.726714001154,9.99999999999801,26.0234375,0.03515625,8706,1,None
CRYSTALS-Kyber,50,2,23,689.927964998788,29.9999999999994,26.0234375,0.03515625,8554,1,None
CRYSTALS-Kyber,50,2,24,680.395011997462,9.99999999999801,26.0234375,0.03515625,8690,1,None
CRYSTALS-Kyber,50,2,25,684.927727998002,10.0000000000016,26.02734375,0.03515625,8522,1,None
CRYSTALS-Kyber,50,2,26,690.199426000618,19.9999999999978,26.02734375,0.03515625,8658,1,None
CRYSTALS-Kyber,50,2,27,1733.62114400152,19.9999999999996,26.02734375,0.03515625,9050,1,None
CRYSTALS-Kyber,50,2,28,1490.51948499982,19.9999999999987,26.03125,0.03515625,8810,1,None
CRYSTALS-Kyber,50,2,29,665.041405998636,9.99999999999801,26.03125,0.03515625,8552,1,None
CRYSTALS-Kyber,50,2,30,672.962022003048,10.0000000000016,26.03125,0.03515625,8706,1,None
CRYSTALS-Kyber,50,2,31,1502.29545000184,20.0000000000014,26.03125,0.03515625,8858,1,None
CRYSTALS-Kyber,50,2,32,1006.83503000255,29.9999999999994,26.03125,0.03515625,8850,1,None
CRYSTALS-Kyber,50,2,33,1457.75623399823,9.99999999999801,26.03125,0.03515625,9290,1,None
CRYSTALS-Kyber,50,2,34,1483.92061699997,9.99999999999801,26.03515625,0.03515625,8690,1,None
CRYSTALS-Kyber,50,2,35,680.448096001783,20.0000000000014,26.03515625,0.03515625,8522,1,None
CRYSTALS-Kyber,50,2,36,1471.44023600049,10.0000000000016,26.0390625,0.03515625,8810,1,None
CRYSTALS-Kyber,50,2,37,1004.59611300175,30.0000000000003,26.0390625,0.03515625,8882,1,None
CRYSTALS-Kyber,50,2,38,684.874653998122,29.9999999999994,26.0390625,0.03515625,8842,1,None
CRYSTALS-Kyber,50,2,39,861.513153999113,19.9999999999996,26.0390625,0.03515625,8602,1,None
CRYSTALS-Kyber,50,2,40,670.290625999769,19.9999999999978,26.0390625,0.03515625,8770,1,None
CRYSTALS-Kyber,50,2,41,689.711718998296,20.0000000000014,26.0390625,0.03515625,8706,1,None
CRYSTALS-Kyber,50,2,42,661.062586998014,20.0000000000031,26.0390625,0.03515625,8738,1,None
CRYSTALS-Kyber,50,2,43,678.162492997217,30.0000000000003,26.0390625,0.03515625,8770,1,None
CRYSTALS-Kyber,50,2,44,673.504477999813,19.9999999999996,26.0390625,0.03515625,8706,1,None
CRYSTALS-Kyber,50,2,45,1513.4120670009,10.0000000000016,26.04296875,0.03515625,9186,1,None
CRYSTALS-Kyber,50,2,46,701.839945999382,19.9999999999996,26.04296875,0.03515625,8522,1,None
CRYSTALS-Kyber,50,2,47,691.927267002029,19.9999999999978,26.04296875,0.03515625,8552,1,None
CRYSTALS-Kyber,50,2,48,668.191722001211,20.0000000000031,26.04296875,0.03515625,8538,1,None
CRYSTALS-Kyber,50,2,49,677.597335998144,20.0000000000014,26.04296875,0.03515625,8738,1,None
CRYSTALS-Kyber,50,2,50,1715.51946099862,9.99999999999801,26.04296875,0.03515625,8826,1,None
ECC-P256,50,5,1,1059.30295200233,30.0000000000003,26.04296875,0.03515625,7838,1,None
ECC-P256,50,5,2,685.038245999749,20.0000000000014,26.04296875,0.03515625,8824,1,None
ECC-P256,50,5,3,683.419509998203,19.9999999999996,26.04296875,0.03515625,8672,1,None
ECC-P256,50,5,4,682.385340998735,10.0000000000016,26.04296875,0.03515625,8824,1,None
ECC-P256,50,5,5,673.694193999836,9.99999999999801,26.046875,0.03515625,8624,1,None
ECC-P256,50,5,6,691.13493599798,29.9999999999994,26.046875,0.03515625,8856,1,None
ECC-P256,50,5,7,677.425637997658,20.0000000000031,26.046875,0.03515625,8752,1,None
ECC-P256,50,5,8,646.53106699916,20.0000000000014,26.05078125,0.03515625,8856,1,None
ECC-P256,50,5,9,664.115747000324,19.9999999999996,26.0546875,0.03515625,8856,1,None
ECC-P256,50,5,10,886.758810000174,40.0000000000018,26.0546875,0.03515625,8720,1,None
ECC-P256,50,5,11,684.054859000753,19.9999999999996,26.0546875,0.03515625,8824,1,None
ECC-P256,50,5,12,691.137341000285,9.99999999999801,26.0546875,0.03515625,8824,1,None
ECC-P256,50,5,13,671.205446000386,10.0000000000016,26.05859375,0.03515625,8776,1,None
ECC-P256,50,5,14,685.564425999473,9.99999999999801,26.05859375,0.03515625,8622,1,None
ECC-P256,50,5,15,680.309685998509,20.0000000000014,26.0625,0.03515625,8824,1,None
ECC-P256,50,5,16,1751.50184000086,19.9999999999996,26.0625,0.03515625,8752,1,None
ECC-P256,50,5,17,674.990511997748,19.9999999999996,26.0625,0.03515625,8856,1,None
ECC-P256,50,5,18,686.127022003348,10.0000000000016,26.0625,0.03515625,8888,1,None
ECC-P256,50,5,19,1520.73596400078,19.9999999999978,26.0625,0.03515625,9408,1,None
ECC-P256,50,5,20,2073.21729500109,29.9999999999976,26.0625,0.03515625,8824,1,None
ECC-P256,50,5,21,677.813047001109,19.9999999999978,26.0625,0.03515625,8888,1,None
ECC-P256,50,5,22,676.123814999301,29.9999999999994,26.0625,0.03515625,8696,1,None
ECC-P256,50,5,23,695.225742998446,19.9999999999996,26.0625,0.03515625,8640,1,None
ECC-P256,50,5,24,669.043901998521,30.0000000000003,26.0625,0.03515625,8824,1,None
ECC-P256,50,5,25,674.977004997345,19.9999999999996,26.0625,0.03515625,8776,1,None
ECC-P256,50,5,26,1338.41404399936,29.9999999999994,26.06640625,0.03515625,8848,1,None
ECC-P256,50,5,27,681.911284002126,20.0000000000031,26.06640625,0.03515625,8824,1,None
ECC-P256,50,5,28,1474.5697440012,10.0000000000016,26.06640625,0.03515625,9300,1,None
ECC-P256,50,5,29,681.948021003336,10.0000000000016,26.06640625,0.03515625,8592,1,None
ECC-P256,50,5,30,695.520262001082,19.9999999999996,26.06640625,0.03515625,8672,1,None
ECC-P256,50,5,31,2101.01344699797,49.9999999999989,26.06640625,0.03515625,8888,1,None
ECC-P256,50,5,32,1162.93000299993,29.9999999999994,26.06640625,0.03515625,8960,1,None
ECC-P256,50,5,33,1027.48660799989,29.9999999999994,26.06640625,0.03515625,8670,1,None
ECC-P256,50,5,34,936.938419999933,29.9999999999976,26.06640625,0.03515625,9032,1,None
ECC-P256,50,5,35,992.703315998369,30.0000000000003,26.07421875,0.03515625,9192,1,None
ECC-P256,50,5,36,685.812535000878,19.9999999999996,26.07421875,0.03515625,8568,1,None
ECC-P256,50,5,37,1447.13741799933,10.0000000000016,26.07421875,0.03515625,9080,1,None
ECC-P256,50,5,38,1730.79630099892,20.0000000000031,26.07421875,0.03515625,8456,1,None
ECC-P256,50,5,39,997.731374998693,40.0000000000009,26.07421875,0.03515625,8968,1,None
ECC-P256,50,5,40,1721.29466100159,10.0000000000016,26.07421875,0.03515625,9304,1,None
ECC-P256,50,5,41,676.882841999031,30.0000000000029,26.07421875,0.03515625,8776,1,None
ECC-P256,50,5,42,1493.17124300069,20.0000000000022,26.07421875,0.03515625,8816,1,None
ECC-P256,50,5,43,1482.18719299985,0,26.07421875,0.03515625,8874,1,None
ECC-P256,50,5,44,682.743853001739,20.0000000000014,26.07421875,0.03515625,8776,1,None
ECC-P256,50,5,45,668.574300001637,19.9999999999996,26.078125,0.03515625,8776,1,None
ECC-P256,50,5,46,1490.54975000035,10.0000000000016,26.078125,0.03515625,8856,1,None
ECC-P256,50,5,47,3545.17114299961,20.0000000000031,26.078125,0.03515625,9152,1,None
ECC-P256,50,5,48,691.77248699998,10.0000000000016,26.078125,0.03515625,8824,1,None
ECC-P256,50,5,49,1964.65899700343,9.99999999999979,26.078125,0.03515625,9188,1,None
ECC-P256,50,5,50,1087.44135000234,19.9999999999996,26.078125,0.03515625,8952,1,None
RSA-2048,50,5,1,888.547146001656,29.9999999999976,26.078125,0.03515625,8150,1,None
RSA-2048,50,5,2,685.898142000951,9.99999999999801,26.078125,0.03515625,8038,1,None
RSA-2048,50,5,3,688.357609000377,19.9999999999996,26.078125,0.03515625,8038,1,None
RSA-2048,50,5,4,682.509038000717,19.9999999999996,26.078125,0.03515625,8222,1,None
RSA-2048,50,5,5,678.003537999757,19.9999999999996,26.08203125,0.03515625,7830,1,None
RSA-2048,50,5,6,685.541028000444,30.0000000000003,26.08203125,0.03515625,8222,1,None
RSA-2048,50,5,7,1915.29837499911,10.0000000000016,26.05078125,0.00390625,8506,1,None
RSA-2048,50,5,8,683.443197001907,9.99999999999801,26.08203125,0.03515625,8006,1,None
RSA-2048,50,5,9,687.829151000187,19.9999999999978,26.08203125,0.03515625,8142,1,None
RSA-2048,50,5,10,673.748780998722,19.9999999999996,26.0859375,0.03515625,8118,1,None
RSA-2048,50,5,11,1453.23394599836,40.0000000000009,26.0859375,0.03515625,8132,1,None
RSA-2048,50,5,12,1151.81228399888,10.0000000000016,26.0859375,0.03515625,8198,1,None
RSA-2048,50,5,13,3554.6743499981,9.99999999999801,26.0859375,0.03515625,8534,1,None
RSA-2048,50,5,14,1140.07417599714,20.0000000000022,26.0859375,0.03515625,8086,1,None
RSA-2048,50,5,15,701.414045997808,20.0000000000014,26.0859375,0.03515625,8222,1,None
RSA-2048,50,5,16,680.235758998606,9.99999999999801,26.08984375,0.03515625,8254,1,None
RSA-2048,50,5,17,1010.30358500066,20.0000000000031,26.08984375,0.03515625,8550,1,None
RSA-2048,50,5,18,1129.49129399931,19.9999999999978,26.08984375,0.03515625,8254,1,None
RSA-2048,50,5,19,686.580099001731,19.9999999999987,26.08984375,0.03515625,8222,1,None
RSA-2048,50,5,20,995.975319998252,29.9999999999994,26.08984375,0.03515625,8486,1,None
RSA-2048,50,5,21,666.593734000344,10.0000000000016,26.08984375,0.03515625,8006,1,None
RSA-2048,50,5,22,687.981909999508,29.9999999999994,26.09375,0.03515625,8038,1,None
RSA-2048,50,5,23,693.764389001444,19.9999999999996,26.09375,0.03515625,8118,1,None
RSA-2048,50,5,24,1473.2584739977,9.99999999999801,26.0625,0.00390625,8246,1,None
RSA-2048,50,5,25,675.37851799716,29.9999999999994,26.09765625,0.03515625,8190,1,None
RSA-2048,50,5,26,687.225601999671,20.0000000000031,26.09765625,0.03515625,8222,1,None
RSA-2048,50,5,27,1995.62854499891,10.0000000000016,26.09765625,0.03515625,8366,1,None
RSA-2048,50,5,28,665.38270700039,19.9999999999996,26.09765625,0.03515625,7782,1,None
RSA-2048,50,5,29,683.798494999792,20.0000000000014,26.09765625,0.03515625,8254,1,None
RSA-2048,50,5,30,1164.95098899759,9.99999999999801,26.09765625,0.03515625,8222,1,None
RSA-2048,50,5,31,690.077694001957,29.9999999999994,26.09765625,0.03515625,8222,1,None
RSA-2048,50,5,32,1080.95599600347,30.0000000000029,26.09765625,0.03515625,8350,1,None
RSA-2048,50,5,33,694.76031999875,19.9999999999996,26.09765625,0.03515625,7934,1,None
RSA-2048,50,5,34,1016.67203599936,19.9999999999996,26.09765625,0.03515625,8518,1,None
RSA-2048,50,5,35,669.289555000432,30.0000000000003,26.1015625,0.03515625,8294,1,None
RSA-2048,50,5,36,3704.12697600113,60.0000000000005,26.10546875,0.03515625,8196,1,None
RSA-2048,50,5,37,948.374777999561,19.9999999999996,26.10546875,0.03515625,8222,1,None
RSA-2048,50,5,38,1498.13109699971,20.0000000000014,26.10546875,0.03515625,8954,1,None
RSA-2048,50,5,39,687.703464998776,20.0000000000022,26.10546875,0.03515625,8006,1,None
RSA-2048,50,5,40,1529.16120800001,0,26.10546875,0.03515625,8478,1,None
RSA-2048,50,5,41,692.303859999811,10.0000000000016,26.10546875,0.03515625,8174,1,None
RSA-2048,50,5,42,1071.67123099862,40.0000000000009,26.10546875,0.03515625,8246,1,None
RSA-2048,50,5,43,688.489242998912,19.9999999999996,26.10546875,0.03515625,7990,1,None
RSA-2048,50,5,44,1034.53520499897,19.9999999999996,26.10546875,0.03515625,8350,1,None
RSA-2048,50,5,45,4272.47737599828,29.9999999999994,26.109375,0.03515625,8614,1,None
RSA-2048,50,5,46,1053.67344700062,30.0000000000011,26.109375,0.03515625,8222,1,None
RSA-2048,50,5,47,1439.34961600098,30.0000000000029,26.109375,0.03515625,8868,1,None
RSA-2048,50,5,48,690.967967999313,10.0000000000016,26.109375,0.03515625,8190,1,None
RSA-2048,50,5,49,679.497564000485,19.9999999999996,26.109375,0.03515625,8254,1,None
RSA-2048,50,5,50,687.622539000586,19.9999999999978,26.109375,0.03515625,8254,1,None
CRYSTALS-Kyber,50,5,1,679.446450998512,20.0000000000014,26.109375,0.03515625,8602,1,None
CRYSTALS-Kyber,50,5,2,688.783670000703,9.99999999999801,26.109375,0.03515625,8738,1,None
CRYSTALS-Kyber,50,5,3,1484.97540600147,29.9999999999994,26.109375,0.03515625,8810,1,None
CRYSTALS-Kyber,50,5,4,1381.7939799992,39.9999999999983,26.109375,0.03515625,8626,1,None
CRYSTALS-Kyber,50,5,5,1464.53157400174,9.99999999999801,26.109375,0.03515625,8794,1,None
CRYSTALS-Kyber,50,5,6,681.477662001271,19.9999999999996,26.11328125,0.03515625,8506,1,None
CRYSTALS-Kyber,50,5,7,679.953882998234,19.9999999999978,26.11328125,0.03515625,8538,1,None
CRYSTALS-Kyber,50,5,8,689.929583000776,19.9999999999996,26.11328125,0.03515625,8658,1,None
CRYSTALS-Kyber,50,5,9,666.221064999263,20.0000000000014,26.11328125,0.03515625,8770,1,None
CRYSTALS-Kyber,50,5,10,683.210455998051,20.0000000000031,26.11328125,0.03515625,8770,1,None
CRYSTALS-Kyber,50,5,11,1053.92291700264,40.0000000000018,26.1171875,0.03515625,8626,1,None
CRYSTALS-Kyber,50,5,12,670.486915001675,30.0000000000029,26.1171875,0.03515625,8554,1,None
CRYSTALS-Kyber,50,5,13,682.784562999586,19.9999999999996,26.1171875,0.03515625,8738,1,None
CRYSTALS-Kyber,50,5,14,684.7683470005,9.99999999999801,26.1171875,0.03515625,8634,1,None
CRYSTALS-Kyber,50,5,15,683.628446000512,19.9999999999996,26.12109375,0.03515625,8738,1,None
CRYSTALS-Kyber,50,5,16,686.748456002533,29.9999999999994,26.12109375,0.03515625,8554,1,None
CRYSTALS-Kyber,50,5,17,896.156705999601,19.9999999999996,26.12109375,0.03515625,8416,1,None
CRYSTALS-Kyber,50,5,18,689.841644998523,19.9999999999996,26.12109375,0.03515625,8378,1,None
CRYSTALS-Kyber,50,5,19,687.055803999101,19.9999999999996,26.12109375,0.03515625,8970,1,None
CRYSTALS-Kyber,50,5,20,1457.60674999838,10.0000000000016,26.12109375,0.03515625,8674,1,None
CRYSTALS-Kyber,50,5,21,691.981634001422,30.0000000000029,26.12109375,0.03515625,8634,1,None
CRYSTALS-Kyber,50,5,22,666.995027997473,10.0000000000016,26.12109375,0.03515625,8762,1,None
CRYSTALS-Kyber,50,5,23,669.044575999578,20.0000000000014,26.12109375,0.03515625,8554,1,None
CRYSTALS-Kyber,50,5,24,679.074997999123,10.0000000000016,26.12109375,0.03515625,8970,1,None
CRYSTALS-Kyber,50,5,25,677.936443997169,19.9999999999996,26.125,0.03515625,8738,1,None
CRYSTALS-Kyber,50,5,26,688.982397001382,9.99999999999801,26.125,0.03515625,8522,1,None
CRYSTALS-Kyber,50,5,27,1022.58184900347,19.9999999999996,26.125,0.03515625,8522,1,None
CRYSTALS-Kyber,50,5,28,959.657862000313,29.9999999999994,26.125,0.03515625,8490,1,None
CRYSTALS-Kyber,50,5,29,690.92998299675,19.9999999999996,26.125,0.03515625,8738,1,None
CRYSTALS-Kyber,50,5,30,708.086708000337,19.9999999999996,26.125,0.03515625,8706,1,None
CRYSTALS-Kyber,50,5,31,2550.92458299987,19.9999999999987,26.125,0.03515625,8962,1,None
CRYSTALS-Kyber,50,5,32,1338.89496700067,29.9999999999994,26.125,0.03515625,8162,1,None
CRYSTALS-Kyber,50,5,33,689.442662998772,20.0000000000031,26.125,0.03515625,8666,1,None
CRYSTALS-Kyber,50,5,34,678.944289000356,19.9999999999996,26.125,0.03515625,8706,1,None
CRYSTALS-Kyber,50,5,35,667.989165998733,20.0000000000014,26.12890625,0.03515625,8530,1,None
CRYSTALS-Kyber,50,5,36,691.036631000316,29.9999999999994,26.1328125,0.03515625,8554,1,None
CRYSTALS-Kyber,50,5,37,695.311962997948,9.99999999999801,26.13671875,0.03515625,8738,1,None
CRYSTALS-Kyber,50,5,38,692.506572999264,20.0000000000014,26.13671875,0.03515625,8938,1,None
CRYSTALS-Kyber,50,5,39,698.727737999434,19.9999999999996,26.13671875,0.03515625,8706,1,None
CRYSTALS-Kyber,50,5,40,1061.20720499894,19.9999999999996,26.13671875,0.03515625,8898,1,None
CRYSTALS-Kyber,50,5,41,679.857068000274,20.0000000000031,26.13671875,0.03515625,8634,1,None
CRYSTALS-Kyber,50,5,42,683.672674000263,19.9999999999996,26.13671875,0.03515625,8450,1,None
CRYSTALS-Kyber,50,5,43,675.34692299887,19.9999999999978,26.13671875,0.03515625,8552,1,None
CRYSTALS-Kyber,50,5,44,1080.55798799978,40.0000000000009,26.13671875,0.03515625,8714,1,None
CRYSTALS-Kyber,50,5,45,679.443525998067,20.0000000000014,26.140625,0.0390625,8706,1,None
CRYSTALS-Kyber,50,5,46,682.57609200009,19.9999999999996,26.140625,0.03515625,8554,1,None
CRYSTALS-Kyber,50,5,47,682.786408997345,30.0000000000003,26.140625,0.03515625,8738,1,None
CRYSTALS-Kyber,50,5,48,685.972300001595,19.9999999999996,26.140625,0.03515625,8658,1,None
CRYSTALS-Kyber,50,5,49,1463.30621499874,10.0000000000016,26.140625,0.03515625,9418,1,None
CRYSTALS-Kyber,50,5,50,1139.73741100199,10.0000000000016,26.140625,0.03515625,8586,1,None
ECC-P256,50,10,1,906.787659001566,19.9999999999996,26.140625,0.03515625,8374,1,None
ECC-P256,50,10,2,2503.06452400037,9.99999999999979,26.140625,0.03515625,9088,1,None
ECC-P256,50,10,3,1143.66198100106,29.9999999999994,26.140625,0.03515625,8744,1,None
ECC-P256,50,10,4,1481.39177499979,20.0000000000022,26.140625,0.03515625,8856,1,None
ECC-P256,50,10,5,677.122904999123,29.9999999999994,26.14453125,0.03515625,8776,1,None
ECC-P256,50,10,6,2061.26809300258,29.9999999999994,26.14453125,0.03515625,9040,1,None
ECC-P256,50,10,7,1300.87915199692,29.9999999999976,26.14453125,0.03515625,8600,1,None
ECC-P256,50,10,8,675.017685000057,20.0000000000014,26.14453125,0.03515625,8462,1,None
ECC-P256,50,10,9,686.865022998973,20.0000000000031,26.14453125,0.03515625,8808,1,None
ECC-P256,50,10,10,650.157698000839,19.9999999999996,26.14453125,0.03515625,8200,1,None
ECC-P256,50,10,11,672.734969000885,19.9999999999996,26.14453125,0.03515625,8808,1,None
ECC-P256,50,10,12,694.418931001565,20.0000000000014,26.1484375,0.03515625,9088,1,None
ECC-P256,50,10,13,1022.78966800077,19.9999999999996,26.1484375,0.03515625,9008,1,None
ECC-P256,50,10,14,691.459609999583,29.9999999999994,26.1484375,0.03515625,8742,1,None
ECC-P256,50,10,15,1164.53562199968,19.9999999999996,26.15234375,0.03515625,8406,1,None
ECC-P256,50,10,16,683.64933599878,20.0000000000014,26.15234375,0.03515625,8624,1,None
ECC-P256,50,10,17,671.958583003288,9.99999999999801,26.15234375,0.03515625,8512,1,None
ECC-P256,50,10,18,687.506256999768,19.9999999999996,26.15234375,0.03515625,8672,1,None
ECC-P256,50,10,19,1138.98284199968,10.0000000000016,26.15234375,0.03515625,8904,1,None
ECC-P256,50,10,20,686.224821998621,10.0000000000016,26.15234375,0.03515625,8512,1,None
ECC-P256,50,10,21,898.747390998324,29.9999999999994,26.15234375,0.03515625,9192,1,None
ECC-P256,50,10,22,2160.68841300148,19.9999999999978,26.15234375,0.03515625,8784,1,None
ECC-P256,50,10,23,677.481220998743,19.9999999999996,26.15234375,0.03515625,8776,1,None
ECC-P256,50,10,24,678.127065999433,19.9999999999978,26.15234375,0.03515625,8310,1,None
ECC-P256,50,10,25,1465.88099099972,10.0000000000016,26.15625,0.03515625,9176,1,None
ECC-P256,50,10,26,1888.84974599932,50.0000000000034,26.15625,0.03515625,8960,1,None
ECC-P256,50,10,27,1022.84851900185,19.9999999999996,26.15625,0.03515625,9224,1,None
ECC-P256,50,10,28,675.710311999865,20.0000000000014,26.15625,0.03515625,8824,1,None
ECC-P256,50,10,29,1400.36474599765,40.0000000000027,26.15625,0.03515625,8670,1,None
ECC-P256,50,10,30,1525.61876400068,20.0000000000014,26.15625,0.03515625,8960,1,None
ECC-P256,50,10,31,1445.5152499977,10.0000000000016,26.15625,0.03515625,8928,1,None
ECC-P256,50,10,32,683.692045997304,9.99999999999801,26.15625,0.03515625,8384,1,None
ECC-P256,50,10,33,710.957324001356,19.9999999999987,26.15625,0.03515625,8728,1,None
ECC-P256,50,10,34,903.701782001008,19.9999999999996,26.15625,0.03515625,8456,1,None
ECC-P256,50,10,35,3579.98817499902,50.0000000000025,26.15625,0.03515625,9168,1,None
ECC-P256,50,10,36,956.826331999764,10.0000000000016,26.16015625,0.03515625,8472,1,None
ECC-P256,50,10,37,1079.88482699875,40.0000000000009,26.16015625,0.03515625,8976,1,None
ECC-P256,50,10,38,667.474470999878,20.0000000000022,26.1640625,0.03515625,8536,1,None
ECC-P256,50,10,39,2093.8547600017,19.9999999999996,26.1640625,0.03515625,8696,1,None
ECC-P256,50,10,40,1081.00812900011,30.0000000000011,26.1640625,0.03515625,8888,1,None
ECC-P256,50,10,41,679.52909000087,10.0000000000016,26.1640625,0.03515625,8856,1,None
ECC-P256,50,10,42,1523.70735600198,19.9999999999996,26.1640625,0.03515625,8584,1,None
ECC-P256,50,10,43,4286.04238400294,10.0000000000016,26.1640625,0.03515625,9016,1,None
ECC-P256,50,10,44,1021.50107000125,29.9999999999994,26.1640625,0.03515625,8824,1,None
ECC-P256,50,10,45,1281.8909810012,30.0000000000038,26.16796875,0.03515625,8256,1,None
ECC-P256,50,10,46,1140.30425699821,19.9999999999996,26.16796875,0.03515625,8784,1,None
ECC-P256,50,10,47,1085.38718599812,30.0000000000011,26.16796875,0.03515625,9216,1,None
ECC-P256,50,10,48,3179.30582100234,20.0000000000014,26.16796875,0.03515625,8334,1,None
ECC-P256,50,10,49,674.865041000885,9.99999999999801,26.171875,0.03515625,8956,1,None
ECC-P256,50,10,50,1505.89805400159,19.9999999999978,26.171875,0.03515625,8904,1,None
RSA-2048,50,10,1,685.930173000088,10.0000000000016,26.171875,0.03515625,8094,1,None
RSA-2048,50,10,2,694.053733001056,9.99999999999801,26.171875,0.03515625,8486,1,None
RSA-2048,50,10,3,1135.91934999931,9.99999999999979,26.171875,0.03515625,8222,1,None
RSA-2048,50,10,4,662.6615210007,20.0000000000031,26.171875,0.03515625,8174,1,None
RSA-2048,50,10,5,1039.12739299994,40.0000000000009,26.17578125,0.03515625,8486,1,None
RSA-2048,50,10,6,1523.50492900223,10.0000000000016,26.17578125,0.03515625,8390,1,None
RSA-2048,50,10,7,1471.14830599821,39.9999999999974,26.17578125,0.03515625,8326,1,None
RSA-2048,50,10,8,674.440593000327,30.0000000000003,26.17578125,0.03515625,8142,1,None
RSA-2048,50,10,9,669.40835800051,20.0000000000031,26.17578125,0.03515625,8262,1,None
RSA-2048,50,10,10,937.510736002878,19.9999999999996,26.17578125,0.03515625,8070,1,None
RSA-2048,50,10,11,675.414024000929,19.9999999999996,26.17578125,0.03515625,8238,1,None
RSA-2048,50,10,12,4011.66919900061,10.0000000000016,26.17578125,0.03515625,9036,1,None
RSA-2048,50,10,13,1464.76027700191,19.9999999999978,26.1796875,0.03515625,8262,1,None
RSA-2048,50,10,14,1489.30257699976,19.9999999999996,26.1796875,0.03515625,8108,1,None
RSA-2048,50,10,15,1499.03304300096,9.99999999999801,26.18359375,0.03515625,7998,1,None
RSA-2048,50,10,16,629.861469999014,10.0000000000016,26.18359375,0.03515625,8174,1,None
RSA-2048,50,10,17,883.463507998386,40.0000000000009,26.18359375,0.03515625,7830,1,None
RSA-2048,50,10,18,958.275189997949,29.9999999999994,26.18359375,0.03515625,8110,1,None
RSA-2048,50,10,19,691.112129003159,19.9999999999996,26.18359375,0.03515625,8038,1,None
RSA-2048,50,10,20,670.525694000389,19.9999999999996,26.18359375,0.03515625,8030,1,None
